발생년월일시,발생분,주야,요일,사망자수,중상자수,경상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반,도로형태_대분류,당사자종별_1당_대분류,당사자종별_2당_대분류
2016052822,49,야간,토,1,0,0,인천,부평구,차대차,정면충돌,신호위반,교차로,승용차,원동기장치자전거
2016052813,15,주간,토,1,0,1,경기,광주시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016062422,15,야간,금,1,0,0,광주,북구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016070217,18,주간,토,1,0,0,경북,예천군,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016070302,17,야간,일,1,0,0,서울,종로구,차대차,진행중 추돌,안전거리 미확보,교차로,이륜차,승용차
2016070502,25,야간,화,1,0,0,대구,북구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016070822,30,야간,금,1,0,0,서울,영등포구,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,이륜차
2016071318,15,야간,수,1,0,0,경기,양평군,차대차,정면충돌,안전운전 의무 불이행,단일로,승용차,원동기장치자전거
2016071303,40,야간,수,1,0,0,경남,김해시,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016071301,33,야간,수,1,0,0,서울,금천구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016071408,5,주간,목,1,0,0,경남,창원시(통합),차대차,측면직각충돌,안전운전 의무 불이행,교차로,화물차,승용차
2016071319,3,야간,수,1,0,0,경남,사천시,차대사람,횡단중,안전운전 의무 불이행,교차로,승합차,보행자
2016071308,30,주간,수,1,0,0,전남,순천시,차대사람,횡단중,보행자 보호의무 위반,교차로,화물차,보행자
2016071109,35,주간,월,1,1,0,전남,영암군,차대차,진행중 추돌,안전운전 의무 불이행,단일로,승용차,이륜차
2016071117,40,주간,월,1,0,0,대전,대덕구,차대차,측면직각충돌,신호위반,교차로,자전거,승용차
2016070117,30,주간,금,1,0,0,전남,보성군,차량단독,기타,기타(운전자법규위반),교차로,화물차,
2016062922,40,야간,수,1,0,0,서울,강북구,차대차,진행중 추돌,안전운전 의무 불이행,단일로,원동기장치자전거,승합차
2016060812,45,주간,수,1,0,0,강원,강릉시,차대차,측면직각충돌,신호위반,교차로,화물차,원동기장치자전거
2016061313,50,주간,월,1,0,0,경남,의령군,차대차,측면직각충돌,신호위반,교차로,이륜차,승합차
2016061014,30,주간,금,1,0,0,광주,서구,차대사람,차도통행중,안전운전 의무 불이행,교차로,승용차,보행자
2016061011,0,주간,금,1,0,1,경기,양주시,차대차,정면충돌,중앙선 침범,단일로,승용차,화물차
2016061016,10,주간,금,1,0,0,경기,시흥시,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,화물차,이륜차
2016061013,50,주간,금,1,0,0,강원,원주시,차대차,정면충돌,안전거리 미확보,단일로,화물차,승용차
2016061707,10,주간,금,1,0,0,경북,영덕군,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,승용차,
2016061523,39,야간,수,1,0,0,경기,광주시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016061608,50,주간,목,1,0,0,경남,거창군,차대차,진행중 추돌,안전운전 의무 불이행,단일로,화물차,이륜차
2016061914,18,주간,일,1,0,0,대구,수성구,차대사람,횡단중,보행자 보호의무 위반,교차로,승용차,보행자
2016062020,45,야간,월,1,0,0,전북,남원시,차대사람,횡단중,보행자 보호의무 위반,단일로,화물차,보행자
2016062815,24,주간,화,1,0,0,충북,청주시,차대차,측면직각충돌,안전운전 의무 불이행,교차로,화물차,자전거
2016062708,40,주간,월,1,0,0,대전,대덕구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,원동기장치자전거,화물차
2016062619,25,야간,일,1,0,1,경기,고양시,차대차,측면직각충돌,부당한 회전,단일로,승용차,이륜차
2016062820,40,야간,화,1,0,0,경남,진주시,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016062421,20,야간,금,1,0,0,강원,강릉시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016070112,55,주간,금,1,0,0,전남,담양군,차대사람,횡단중,안전운전 의무 불이행,교차로,승합차,보행자
2016070323,12,야간,일,1,0,0,대전,중구,차대사람,횡단중,과속,단일로,승용차,보행자
2016070818,15,야간,금,1,0,0,울산,북구,차대차,측면직각충돌,중앙선 침범,단일로,승용차,이륜차
2016071122,40,야간,월,1,0,0,부산,동래구,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,이륜차
2016071112,3,주간,월,1,0,0,전남,함평군,차대사람,횡단중,신호위반,교차로,화물차,보행자
2016071119,30,야간,월,1,0,0,경기,포천시,차량단독,전도전복,안전운전 의무 불이행,교차로,이륜차,
2016071114,45,주간,월,1,0,0,경북,영주시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016071113,41,주간,월,1,0,0,경북,구미시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,이륜차,승용차
2016071104,50,야간,월,1,0,0,부산,사하구,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,자전거,
2016071100,15,야간,월,1,1,0,광주,서구,차대차,측면직각충돌,중앙선 침범,단일로,이륜차,이륜차
2016071712,35,주간,일,1,0,0,경북,칠곡군,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016091117,31,주간,일,1,0,0,인천,부평구,차대차,측면직각충돌,직진 및 우회전차의 통행방해,교차로,승용차,원동기장치자전거
2016091108,31,주간,일,1,0,0,서울,노원구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,자전거
2016091222,30,야간,월,1,0,0,울산,남구,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016090812,0,주간,목,1,1,0,경기,고양시,차대차,기타,안전운전 의무 불이행,교차로,이륜차,승용차
2016091101,21,야간,일,1,0,0,대구,달서구,차대사람,횡단중,과속,교차로,승용차,보행자
2016091216,6,주간,월,1,0,0,충남,청양군,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016090703,20,야간,수,1,0,0,전남,신안군,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016090708,8,주간,수,1,0,0,광주,광산구,차대사람,보도통행중,보행자 보호의무 위반,교차로,화물차,보행자
2016072313,25,주간,토,1,0,0,경북,울진군,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,원동기장치자전거
2016072217,5,주간,금,1,0,0,부산,북구,차량단독,기타,안전운전 의무 불이행,단일로,자전거,
2016072310,30,주간,토,1,0,0,경기,안산시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,화물차,자전거
2016072311,7,주간,토,1,0,0,충북,괴산군,차대차,정면충돌,중앙선 침범,단일로,이륜차,승용차
2016072706,2,주간,수,1,0,0,인천,연수구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,이륜차,
2016072708,25,주간,수,1,0,0,충남,부여군,차대차,기타,안전운전 의무 불이행,교차로,건설기계,화물차
2016072710,40,주간,수,1,0,0,경북,의성군,차대차,기타,중앙선 침범,단일로,원동기장치자전거,화물차
2016080400,5,야간,목,1,0,0,전남,장흥군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016080323,50,야간,수,1,0,0,경기,고양시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016080417,20,주간,목,1,0,0,경기,광주시,차대차,측면직각충돌,안전거리 미확보,교차로,자전거,승용차
2016080411,10,주간,목,1,0,0,경기,안성시,차대차,진행중 추돌,안전운전 의무 불이행,단일로,화물차,화물차
2016080815,5,주간,월,1,0,0,전북,순창군,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016081306,40,주간,토,1,0,0,서울,용산구,차량단독,전도전복,안전운전 의무 불이행,교차로,승용차,
2016081416,30,주간,일,1,0,0,전남,장흥군,차량단독,공작물충돌,안전운전 의무 불이행,교차로,화물차,
2016081100,50,야간,목,1,0,0,경기,남양주시,차대사람,횡단중,과속,교차로,승용차,보행자
2016081220,50,야간,금,1,1,0,충남,예산군,차대차,기타,차로위반(진로변경 위반),단일로,승용차,승용차
2016081122,0,야간,목,1,0,0,경북,경주시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,승용차
2016081615,28,주간,화,1,0,0,부산,서구,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016082121,55,야간,일,1,0,0,경기,이천시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016082002,24,야간,토,1,0,0,서울,영등포구,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016082414,30,주간,수,1,0,0,서울,영등포구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승합차,이륜차
2016082516,9,주간,목,1,0,0,대구,동구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016082906,50,주간,월,1,1,1,세종,세종,차대차,측면직각충돌,교차로 통행방법 위반,교차로,화물차,건설기계
2016091309,40,주간,화,1,0,0,충북,제천시,차대사람,횡단중,보행자 보호의무 위반,기타/불명,승용차,보행자
2016090615,38,주간,화,1,0,5,서울,금천구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,승합차
2016091013,2,주간,토,1,1,0,전남,고흥군,차대차,측면직각충돌,안전운전 의무 불이행,단일로,화물차,화물차
2016090714,5,주간,수,1,0,0,전남,무안군,차대차,측면직각충돌,신호위반,교차로,이륜차,승용차
2016090917,35,주간,금,1,0,0,충북,충주시,차대차,진행중 추돌,중앙선 침범,단일로,화물차,건설기계
2016090908,23,주간,금,1,0,2,전남,순천시,차대차,측면직각충돌,신호위반,교차로,승용차,승용차
2016072518,5,야간,월,2,0,0,전남,완도군,차량단독,전도전복,안전운전 의무 불이행,단일로,농기계,
2016072321,9,야간,토,1,1,2,강원,춘천시,차대차,정면충돌,중앙선 침범,단일로,승용차,승용차
2016072211,13,주간,금,1,0,0,경기,오산시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016072201,22,야간,금,1,0,0,경기,남양주시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016072807,55,주간,목,1,1,0,충남,서산시,차대차,측면직각충돌,신호위반,교차로,이륜차,승합차
2016072914,20,주간,금,1,0,0,강원,동해시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016040820,29,야간,금,1,0,0,경북,경주시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016041504,35,야간,금,1,0,0,경기,성남시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,이륜차,
2016041422,45,야간,목,1,0,0,전남,순천시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016041319,30,야간,수,1,0,0,서울,서대문구,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016041401,35,야간,목,1,0,0,대전,서구,차대차,기타,안전운전 의무 불이행,단일로,이륜차,화물차
2016041209,55,주간,화,1,0,0,경남,진주시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016041521,25,야간,금,1,0,0,전북,고창군,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016041615,0,주간,토,1,1,0,강원,철원군,차대차,정면충돌,중앙선 침범,단일로,화물차,승용차
2016042206,8,주간,금,1,0,0,경기,화성시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016042113,0,주간,목,1,1,0,경기,포천시,차대차,정면충돌,중앙선 침범,단일로,승용차,화물차
2016042208,10,주간,금,1,2,1,충북,옥천군,차대차,정면충돌,중앙선 침범,단일로,화물차,화물차
2016082216,10,주간,월,2,1,0,경남,산청군,차대차,정면충돌,중앙선 침범,단일로,승용차,특수차
2016041919,30,야간,화,1,1,1,경북,김천시,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016043004,0,야간,토,1,2,2,경기,양평군,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016042814,20,주간,목,1,0,0,충북,청주시,차대차,기타,안전운전 의무 불이행,교차로,화물차,자전거
2016042720,55,야간,수,1,0,0,경기,수원시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016050102,37,야간,일,1,0,0,경기,고양시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016040621,50,야간,수,1,0,0,부산,영도구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016040610,10,주간,수,1,0,0,서울,성동구,차량단독,기타,안전운전 의무 불이행,단일로,자전거,
2016040420,0,야간,월,1,0,0,강원,홍천군,차대사람,차도통행중,안전운전 의무 불이행,단일로,화물차,보행자
2016040620,40,야간,수,1,0,0,경남,양산시,차대차,측면직각충돌,신호위반,교차로,승용차,이륜차
2016040921,28,야간,토,1,0,0,경북,안동시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016040917,0,주간,토,1,0,0,울산,중구,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016041410,28,주간,목,1,0,0,경기,광명시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,화물차,보행자
2016041513,0,주간,금,1,0,0,경기,포천시,차대차,진행중 추돌,과속,단일로,화물차,이륜차
2016041305,15,야간,수,1,0,1,충북,청주시,차대차,측면직각충돌,신호위반,교차로,이륜차,승용차
2016041308,50,주간,수,1,0,1,전남,해남군,차대차,정면충돌,안전운전 의무 불이행,교차로,승용차,원동기장치자전거
2016041715,55,주간,일,1,0,0,부산,영도구,차대사람,횡단중,과속,단일로,승용차,보행자
2016041808,30,주간,월,1,0,0,경기,여주시,차대차,측면직각충돌,과속,교차로,화물차,자전거
2016041622,40,야간,토,1,0,0,경기,파주시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016041918,35,야간,화,1,0,1,광주,북구,차대차,측면직각충돌,교차로 통행방법 위반,교차로,승용차,승용차
2016042018,55,야간,수,1,0,0,전북,군산시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016042103,36,야간,목,1,0,0,전북,임실군,차대차,정면충돌,중앙선 침범,단일로,자전거,화물차
2016042609,12,주간,화,1,0,0,강원,영월군,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,농기계,
2016042704,12,야간,수,1,0,0,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016050220,30,야간,월,1,0,0,서울,강동구,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016050212,0,주간,월,1,0,0,경기,의정부시,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016050119,25,야간,일,1,0,0,대구,중구,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016043004,55,야간,토,1,0,0,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행,교차로,화물차,보행자
2016041119,13,야간,월,1,0,0,경기,안양시,차대차,진행중 추돌,중앙선 침범,단일로,승용차,자전거
2016041019,18,야간,일,1,0,0,제주,서귀포시,차대사람,횡단중,과속,교차로,승용차,보행자
2016041000,15,야간,일,1,0,0,경북,경산시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016040905,30,야간,토,1,0,0,대구,서구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016060513,5,주간,일,1,0,0,경북,김천시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,이륜차,화물차
2016060319,0,야간,금,1,0,0,경북,영천시,차대차,측면직각충돌,신호위반,교차로,원동기장치자전거,승용차
2016051320,0,야간,금,1,0,0,전남,영암군,차대사람,횡단중,신호위반,교차로,승용차,보행자
2016051402,32,야간,토,1,0,1,부산,수영구,차대사람,차도통행중,과속,단일로,승용차,보행자
2016051209,12,주간,목,1,0,0,인천,남동구,차대사람,보도통행중,교차로 통행방법 위반,교차로,승용차,보행자
2016051810,30,주간,수,1,0,0,경기,화성시,차대사람,차도통행중,안전운전 의무 불이행,단일로,특수차,보행자
2016051810,45,주간,수,1,1,0,부산,진구,차대차,측면직각충돌,신호위반,교차로,화물차,이륜차
2016051611,15,주간,월,1,0,0,충남,천안시,차대사람,기타,안전운전 의무 불이행,기타/불명,승용차,보행자
2016051923,40,야간,목,1,0,0,세종,세종,차대차,진행중 추돌,안전운전 의무 불이행,단일로,승용차,자전거
2016052314,10,주간,월,1,1,0,경기,포천시,차대차,정면충돌,중앙선 침범,단일로,화물차,승용차
2016052800,45,야간,토,1,0,0,경기,부천시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,승합차,보행자
2016052820,50,야간,토,1,1,0,경남,고성군,차대차,진행중 추돌,안전운전 의무 불이행,단일로,승용차,농기계
2016052722,50,야간,금,1,0,0,충북,청주시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016060514,55,주간,일,1,3,0,경북,상주시,차량단독,공작물충돌,안전운전 의무 불이행,교차로,승용차,
2016060308,10,주간,금,1,0,0,경남,거창군,차대차,정면충돌,과속,교차로,승용차,이륜차
2016060116,0,주간,수,1,3,1,경기,양평군,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,승용차,승용차
2016060104,15,야간,수,1,0,0,전남,여수시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016050601,22,야간,금,1,0,0,대구,서구,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016050501,50,야간,목,1,1,1,서울,강남구,차대사람,횡단중,안전운전 의무 불이행,단일로,이륜차,보행자
2016050513,10,주간,목,1,0,0,제주,제주시,차대차,정면충돌,교차로 통행방법 위반,교차로,자전거,화물차
2016050321,50,야간,화,1,0,0,서울,영등포구,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016051007,20,주간,화,1,0,0,경기,양주시,차대차,측면직각충돌,중앙선 침범,교차로,화물차,화물차
2016051005,35,야간,화,1,0,0,대전,서구,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,자전거
2016051013,59,주간,화,1,0,0,경남,창녕군,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,승용차,
2016050702,35,야간,토,1,0,0,경기,오산시,차대차,측면직각충돌,신호위반,교차로,승용차,원동기장치자전거
2016050705,0,야간,토,1,0,0,충남,천안시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016051411,40,주간,토,1,0,0,경북,상주시,차대차,측면직각충돌,과속,단일로,화물차,이륜차
2016051215,27,주간,목,1,0,0,충남,아산시,차량단독,기타,안전운전 의무 불이행,기타/불명,원동기장치자전거,
2016051117,51,주간,수,1,0,1,서울,영등포구,차대차,정면충돌,안전운전 의무 불이행,단일로,자전거,자전거
2016051114,25,주간,수,1,0,0,광주,동구,차대차,정면충돌,신호위반,교차로,승용차,이륜차
2016051711,50,주간,화,1,0,0,경기,안양시,차대차,진행중 추돌,안전운전 의무 불이행,단일로,화물차,이륜차
2016051711,40,주간,화,1,0,0,전남,신안군,차량단독,전도전복,안전운전 의무 불이행,기타/불명,이륜차,
2016051608,45,주간,월,1,0,0,전남,장흥군,차대차,측면직각충돌,직진 및 우회전차의 통행방해,교차로,원동기장치자전거,화물차
2016052006,18,주간,금,1,0,0,충남,태안군,차량단독,전도전복,안전운전 의무 불이행,교차로,화물차,
2016051913,37,주간,목,1,0,0,인천,연수구,차대차,기타,신호위반,교차로,건설기계,승용차
2016052015,15,주간,금,1,0,3,광주,광산구,차대차,측면직각충돌,안전운전 의무 불이행,고가도로위,화물차,승용차
2016052410,10,주간,화,1,0,2,경기,남양주시,차대차,정면충돌,중앙선 침범,단일로,화물차,승합차
2016052814,15,주간,토,1,0,0,충남,보령시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016052722,21,야간,금,1,0,0,서울,광진구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016060103,27,야간,수,1,1,1,대전,유성구,차대차,측면직각충돌,신호위반,교차로,승용차,승용차
2016053121,10,야간,화,1,0,0,경기,용인시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016050410,16,주간,수,1,0,0,전남,장흥군,차량단독,전도전복,안전운전 의무 불이행,기타/불명,원동기장치자전거,
2016071611,5,주간,토,1,0,0,경기,양평군,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016070117,25,주간,금,1,0,0,경북,영천시,차대차,정면충돌,신호위반,교차로,승합차,원동기장치자전거
2016070113,40,주간,금,1,0,0,경북,영천시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016063017,5,주간,목,1,0,0,경남,거제시,차대차,측면직각충돌,차로위반(진로변경 위반),단일로,이륜차,승합차
2016060518,25,야간,일,1,0,0,충남,부여군,차대차,진행중 추돌,안전운전 의무 불이행,교차로,승용차,이륜차
2016060602,2,야간,월,1,0,0,전북,전주시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016061119,0,야간,토,1,0,0,전북,부안군,차량단독,전도전복,안전운전 의무 불이행,단일로,농기계,
2016061116,10,주간,토,1,0,0,경기,평택시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,특수차,원동기장치자전거
2016061110,14,주간,토,1,0,0,강원,인제군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016061115,54,주간,토,1,0,0,충남,아산시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,이륜차,
2016061606,5,주간,목,1,0,0,강원,고성군,차대차,정면충돌,중앙선 침범,단일로,승용차,이륜차
2016061500,20,야간,수,1,0,0,서울,송파구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016061420,12,야간,화,1,1,0,경북,청도군,차대차,측면직각충돌,중앙선 침범,단일로,농기계,화물차
2016061408,10,주간,화,1,0,0,경기,여주시,차대차,정면충돌,안전운전 의무 불이행,단일로,건설기계,이륜차
2016062103,5,야간,화,1,0,0,경기,수원시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,이륜차,
2016061812,50,주간,토,1,0,3,경기,용인시,차대차,측면직각충돌,신호위반,교차로,승용차,승용차
2016061809,30,주간,토,1,0,1,대전,유성구,차대차,측면직각충돌,신호위반,교차로,원동기장치자전거,승용차
2016061713,0,주간,금,1,0,0,충남,논산시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016062201,40,야간,수,1,0,0,경남,통영시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016062709,15,주간,월,1,1,0,충북,청주시,차대차,기타,신호위반,교차로,승용차,승용차
2016070206,30,주간,토,1,2,0,강원,원주시,차대차,정면충돌,중앙선 침범,단일로,화물차,화물차
2016070303,25,야간,일,1,0,0,경북,영덕군,차대사람,기타,안전운전 의무 불이행,단일로,건설기계,보행자
2016071211,38,주간,화,1,0,0,충남,부여군,차대차,측면직각충돌,중앙선 침범,단일로,원동기장치자전거,승합차
2016071102,50,야간,월,1,0,0,전남,여수시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016071213,40,주간,화,1,0,0,인천,연수구,차량단독,기타,기타(운전자법규위반),단일로,승합차,
2016071012,10,주간,일,1,0,0,전남,영암군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,이륜차,
2016071019,0,야간,일,1,0,0,경북,의성군,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016071811,45,주간,월,1,0,2,강원,양양군,차대차,정면충돌,중앙선 침범,교차로,승합차,화물차
2016071622,25,야간,토,1,0,1,충남,금산군,차대차,정면충돌,신호위반,교차로,원동기장치자전거,승용차
2016071621,47,야간,토,1,0,0,경기,평택시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016071417,10,주간,목,1,0,0,경기,양주시,차대사람,횡단중,안전운전 의무 불이행,교차로,화물차,보행자
2016070102,0,야간,금,1,0,0,경북,경주시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016070120,55,야간,금,1,0,0,충북,청주시,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016060808,0,주간,수,1,2,0,경북,의성군,차대차,정면충돌,중앙선 침범,단일로,승용차,건설기계
2016060808,40,주간,수,1,1,0,경기,화성시,차대사람,기타,안전운전 의무 불이행,단일로,승합차,보행자
2016060621,45,야간,월,1,0,0,경기,포천시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016060716,45,주간,화,1,0,0,충남,공주시,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,화물차,
2016060917,45,주간,목,1,0,0,전북,완주군,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016060920,50,야간,목,1,0,0,인천,남동구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016061100,33,야간,토,1,0,0,경기,용인시,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016061004,30,야간,금,1,0,0,서울,강남구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016061717,38,주간,금,1,0,0,경북,영천시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016081904,45,야간,금,1,0,0,경남,양산시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016081510,59,주간,월,1,0,0,경북,문경시,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,농기계,
2016082101,6,야간,일,1,0,0,경기,안성시,차량단독,공작물충돌,안전운전 의무 불이행,교차로,승용차,
2016082117,25,주간,일,1,0,0,서울,강서구,차대사람,횡단중,보행자 보호의무 위반,교차로,건설기계,보행자
2016082216,52,주간,월,1,0,0,강원,영월군,차대사람,횡단중,안전운전 의무 불이행,단일로,승합차,보행자
2016082118,40,야간,일,1,0,0,전남,구례군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,농기계,
2016082516,20,주간,목,1,0,0,경북,경주시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016091222,30,야간,월,1,0,0,충남,태안군,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,승용차,
2016090809,30,주간,목,1,0,0,충남,공주시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016091201,25,야간,월,1,0,0,서울,중구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016091216,45,주간,월,1,0,0,대전,동구,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016091010,0,주간,토,1,0,0,경기,용인시,차대차,정면충돌,안전운전 의무 불이행,교차로,화물차,화물차
2016091002,10,야간,토,1,0,0,대구,남구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016091117,3,주간,일,1,0,1,경남,양산시,차대차,정면충돌,중앙선 침범,단일로,이륜차,승용차
2016091223,0,야간,월,1,0,0,충북,청주시,차대사람,횡단중,안전운전 의무 불이행,교차로,승합차,보행자
2016091305,30,야간,화,1,0,0,전북,남원시,차대사람,기타,안전운전 의무 불이행,단일로,자전거,보행자
2016090608,6,주간,화,1,0,0,서울,종로구,차대차,정면충돌,안전운전 의무 불이행,교차로,승용차,이륜차
2016090716,16,주간,수,1,0,0,강원,횡성군,차대사람,횡단중,과속,단일로,화물차,보행자
2016091920,15,야간,월,1,0,0,경북,성주군,차대차,진행중 추돌,과속,기타/불명,승용차,농기계
2016071815,6,주간,월,1,0,0,강원,인제군,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016071720,18,야간,일,1,1,0,경남,남해군,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016071904,5,야간,화,1,0,0,경북,경산시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016072423,45,야간,일,1,0,0,서울,강동구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016072401,55,야간,일,1,0,0,전북,정읍시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
